Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,GarageCars,GarageArea,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,YearBuilt,YearRemodAdd,GarageYrBlt,YrSold,SalePrice
757,60,68,10769,8,5,866,902,0,1768,0,0,2,1,3,1,0,20,0,846,866,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2,578,7,0,144,105,0,0,0,0,0,4,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2007,2007,2007,2009,212000
758,60,NA,11616,6,5,672,714,0,1386,0,0,2,1,3,1,328,438,0,234,672,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,2,440,6,1,335,0,0,0,0,0,0,4,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,GdPrv,NA,WD,Abnorml,1978,1978,1978,2010,158900
759,160,24,2280,7,5,757,744,0,1501,0,0,2,1,3,1,360,549,0,195,744,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,2,440,6,0,0,0,0,0,0,0,0,8,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1999,1999,1999,2008,179400
760,60,65,12257,8,5,1328,1203,0,2531,0,0,2,1,4,1,513,56,64,1198,1318,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,GasA,Ex,Y,SBrkr,3,752,9,1,222,98,0,0,0,0,0,11,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1995,1995,1995,2007,290000
761,20,70,9100,6,6,864,0,0,864,0,0,1,0,2,1,0,612,0,252,864,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,1,300,5,0,0,0,0,0,0,0,450,10,TA,Typ,NA,Detchd,Unf,Ex,Ex,Y,NA,NA,Shed,WD,Normal,1959,1959,2008,2009,127500
762,30,60,6911,5,5,1301,0,0,1301,0,0,1,0,2,1,0,405,0,740,1145,RM,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,2,440,5,0,0,0,0,0,0,0,0,10,Fa,Min1,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1924,1950,1965,2009,100000
763,60,72,8640,7,5,764,783,0,1547,0,0,2,1,3,1,0,24,0,732,756,FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,2,614,7,0,169,45,0,0,0,0,0,6,Gd,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,Con,Normal,2009,2009,2009,2010,215200
764,60,82,9430,8,5,1268,1097,0,2365,1,0,2,1,3,1,673,1163,0,89,1252,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,3,856,8,1,0,128,0,0,180,0,0,7,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1999,1999,1999,2009,337000
765,120,30,9549,8,5,1494,0,0,1494,1,0,1,1,2,1,0,437,1057,0,1494,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,Hip,CompShg,BrkFace,BrkFace,None,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,GasA,Ex,Y,SBrkr,2,481,6,1,0,30,0,0,216,0,0,4,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1995,1996,1995,2006,270000
766,20,75,14587,9,5,1506,0,0,1506,0,0,2,0,2,1,284,0,0,1498,1498,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,592,6,1,0,174,0,0,0,0,0,8,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,New,Partial,2008,2008,2008,2008,264132
767,60,80,10421,7,5,980,734,0,1714,0,0,2,1,3,1,42,394,0,586,980,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,2,496,7,1,228,66,156,0,0,0,500,3,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,MnPrv,Shed,WD,Normal,1988,1988,1988,2010,196500
768,50,75,12508,6,7,983,767,0,1750,1,0,2,0,4,1,0,660,0,323,983,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,1,423,7,0,245,0,156,0,0,0,1300,7,TA,Mod,NA,Attchd,Unf,TA,TA,Y,NA,NA,Shed,WD,Normal,1940,1985,1989,2008,160000
769,20,70,9100,7,5,1836,0,0,1836,0,0,2,0,3,1,0,24,0,1836,1860,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,484,8,1,120,33,0,0,0,0,0,10,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2004,2005,2004,2006,216837
770,60,47,53504,8,5,1690,1589,0,3279,1,0,3,1,4,1,603,1416,0,234,1650,RL,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,Wd Shng,BrkFace,Ex,TA,PConc,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,3,841,12,1,503,36,0,0,210,0,0,6,Ex,Mod,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2003,2003,2003,2010,538000
771,85,NA,7252,5,5,858,0,0,858,1,0,1,0,2,1,0,685,0,173,858,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,2,576,5,0,120,0,0,0,0,0,0,4,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1982,1982,1983,2009,134900
772,20,67,8877,4,5,1220,0,0,1220,0,0,1,0,2,1,0,836,0,0,836,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,GasA,TA,Y,FuseF,2,396,6,0,0,0,0,0,0,0,0,4,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,COD,Normal,1951,1951,1951,2006,102000
773,80,94,7819,6,5,1117,0,0,1117,1,0,1,0,3,1,0,422,127,480,1029,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,GasA,TA,Y,SBrkr,2,672,6,1,144,0,0,0,0,0,0,3,TA,Typ,TA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Abnorml,1976,1976,1976,2010,107000
774,20,70,10150,5,5,912,0,0,912,0,0,1,0,2,1,1,456,0,456,912,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,1,275,5,0,0,0,0,0,0,0,0,7,TA,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,COD,Normal,1958,1958,1958,2007,114500
775,20,110,14226,8,5,1973,0,0,1973,0,0,2,0,3,1,375,0,0,1935,1935,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Gd,Y,SBrkr,3,895,9,1,315,45,0,0,0,0,0,7,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,New,Partial,2006,2006,2006,2007,395000
776,120,32,4500,6,5,1204,0,0,1204,1,0,2,0,2,1,320,866,0,338,1204,RM,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,412,5,0,0,247,0,0,0,0,0,6,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1998,1998,1998,2009,162000
777,20,86,11210,7,5,1614,0,0,1614,0,0,2,0,3,1,240,20,0,1594,1614,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,3,865,7,0,144,59,0,0,0,0,0,7,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,New,Partial,2005,2006,2005,2006,221500
778,20,100,13350,5,5,894,0,0,894,1,0,1,0,3,1,0,762,0,102,864,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2,440,5,1,241,0,0,0,0,0,0,6,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1974,1974,1974,2006,142500
779,90,60,8400,5,5,2020,0,0,2020,0,0,2,0,4,2,320,0,0,0,0,RH,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,Slab,NA,NA,NA,NA,NA,GasA,TA,Y,SBrkr,2,630,10,2,0,0,0,0,0,0,0,10,TA,Typ,TA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1977,1977,1977,2007,144000
780,90,78,10530,6,5,1004,0,0,1004,1,0,1,0,2,1,90,975,0,0,975,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,2,504,4,0,0,0,0,0,0,0,0,5,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1977,1977,1977,2006,135000
781,20,63,7875,7,5,1253,0,0,1253,0,0,2,0,3,1,38,0,0,1237,1237,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Gd,Y,SBrkr,2,402,6,1,220,21,0,0,0,0,0,6,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1995,1996,1995,2007,176000
782,60,65,7153,6,5,810,793,0,1603,0,0,2,1,3,1,0,387,0,374,761,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,2,484,7,0,0,124,0,0,0,0,0,7,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1992,1992,1992,2006,175900
783,20,67,16285,7,5,1430,0,0,1430,0,0,2,0,3,1,0,0,0,1413,1413,RL,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,605,6,0,0,33,0,0,0,0,0,6,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2001,2002,2001,2009,187100
784,85,NA,9101,5,6,1110,0,0,1110,1,0,1,0,1,1,104,1097,0,0,1097,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2,602,4,1,303,30,0,0,0,0,0,7,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1978,1978,1978,2009,165500
785,75,35,6300,6,6,742,742,0,1484,0,0,2,0,3,1,0,0,0,742,742,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,9,1,0,291,134,0,0,0,0,6,TA,Typ,Gd,NA,NA,NA,NA,Y,NA,NA,NA,WD,Normal,1914,2001,NA,2008,128000
786,20,NA,9790,6,5,1342,0,0,1342,0,0,2,0,3,1,0,251,630,491,1372,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,2,457,7,1,0,0,0,0,197,0,0,9,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1967,1967,1967,2009,161500
787,50,60,10800,5,6,966,686,0,1652,1,0,2,0,4,1,0,686,0,0,686,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,1,416,7,0,0,0,196,0,0,0,1200,6,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,Shed,WD,Normal,1915,1950,1961,2010,139000
788,60,76,10142,7,5,956,1128,0,2084,1,0,2,1,4,1,0,656,0,300,956,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,618,8,0,0,45,0,0,0,0,0,1,Gd,Typ,NA,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2004,2004,2004,2010,233000
789,20,50,6000,4,7,901,0,0,901,0,0,1,0,2,1,0,0,0,901,901,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1,281,4,0,0,0,0,0,0,0,0,8,TA,Typ,NA,Detchd,Unf,Fa,TA,Y,NA,NA,NA,WD,Normal,1954,2000,1954,2008,107900
790,60,NA,12205,6,8,976,1111,0,2087,0,0,2,1,5,1,157,568,0,264,832,RL,Pave,NA,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,GasA,Gd,Y,SBrkr,2,444,9,0,133,168,0,0,0,0,0,7,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1966,2007,1966,2007,187500
791,120,43,3182,7,5,1145,0,0,1145,0,0,2,0,2,1,11,16,0,1129,1145,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,397,5,1,100,16,0,0,0,0,0,9,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2005,2006,2005,2009,160200
792,80,NA,11333,6,5,1062,0,0,1062,1,0,1,0,3,1,0,539,0,490,1029,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,2,539,5,2,120,0,0,0,0,0,0,5,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1976,1976,1976,2007,146800
793,60,92,9920,7,5,1127,886,0,2013,1,0,2,1,3,1,0,862,0,255,1117,RL,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2,455,8,1,180,130,0,0,0,0,0,6,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1996,1997,1997,2007,269790
794,20,76,9158,8,5,1496,0,0,1496,0,0,2,0,3,1,140,0,0,1496,1496,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,2,474,7,0,168,130,0,0,0,0,0,6,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,New,Partial,2007,2007,2007,2007,225000
795,60,NA,10832,7,5,1086,809,0,1895,0,0,2,1,3,1,0,0,0,712,712,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,409,7,1,143,46,0,0,0,0,500,10,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,Shed,WD,Normal,1994,1996,1994,2008,194500
796,60,70,8400,6,6,888,676,0,1564,0,0,2,1,3,1,130,0,0,650,650,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,2,476,7,1,0,50,0,0,204,0,0,4,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1980,1981,1980,2010,171000
797,20,71,8197,6,5,1285,0,0,1285,0,0,1,1,3,1,148,0,0,660,660,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,528,7,1,138,0,0,0,0,0,0,4,TA,Typ,TA,Attchd,RFn,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1977,1977,1977,2007,143500
798,20,57,7677,5,5,773,0,0,773,0,0,1,0,2,1,0,570,0,203,773,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,1,240,4,0,0,0,0,0,0,0,0,4,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Abnorml,1953,1953,1953,2008,110000
799,60,104,13518,9,5,1966,1174,0,3140,0,0,3,1,4,1,860,0,0,1926,1926,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3,820,11,2,144,78,0,0,0,0,0,7,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,New,Partial,2008,2009,2009,2009,485000
800,50,60,7200,5,7,981,787,0,1768,1,0,1,1,3,1,252,569,0,162,731,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1,240,7,2,0,0,264,0,0,0,0,6,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1937,1950,1939,2007,175000
801,60,79,12798,6,5,616,1072,0,1688,1,0,2,1,4,1,0,462,0,154,616,RL,Pave,NA,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,2,603,8,0,403,114,185,0,0,0,400,5,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,Shed,WD,Normal,1997,1997,1997,2008,200000
802,30,40,4800,4,7,1196,0,0,1196,1,0,1,0,2,1,0,197,0,999,1196,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,FuseA,2,440,5,0,0,0,0,0,0,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1916,1990,1957,2007,109900
803,60,63,8199,7,5,728,728,0,1456,1,0,2,1,3,1,0,648,0,80,728,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2,410,7,1,36,18,0,0,0,0,0,10,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2005,2005,2005,2008,189000
804,60,107,13891,9,5,1734,1088,0,2822,0,0,3,1,4,1,424,0,0,1734,1734,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,3,1020,12,1,52,170,0,0,192,0,0,1,Ex,Typ,Gd,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,New,Partial,2008,2009,2009,2009,582933
805,20,75,9000,5,5,1128,0,0,1128,0,0,1,0,2,1,0,812,0,124,936,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,1,286,5,0,0,0,0,0,0,0,0,6,TA,Min1,NA,Attchd,Unf,TA,TA,Y,NA,GdWo,NA,WD,Family,1954,1954,1954,2006,118000
806,20,91,12274,7,5,1428,0,0,1428,0,0,2,0,3,1,256,0,0,1417,1417,RL,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,554,6,0,0,60,0,0,0,0,0,7,Ex,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,New,Partial,2008,2008,2008,2008,227680
807,80,75,9750,5,5,980,0,0,980,0,0,2,0,3,1,0,400,480,100,980,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Av,ALQ,Rec,GasA,Gd,Y,SBrkr,1,384,6,0,68,0,0,0,0,0,0,10,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1967,1967,1967,2006,135500
808,70,144,21384,5,6,1072,504,0,1576,2,0,1,1,3,1,0,1309,0,15,1324,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,2,528,6,1,0,312,0,0,0,0,0,5,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1923,2004,1923,2009,223500
